Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
HTC,Desire 601,zara,795-799MB,Phone,Qualcomm MSM8930,540x960,240,armeabi-v7a;armeabi,17;19,2.0;3.0
HTC,Desire 601,zaracl,794-795MB,Phone,Qualcomm MSM8930,540x960,240,armeabi-v7a;armeabi,17;19,2.0;3.0
HTC,One X10,htc_e66_dugl,2812MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
HTC,One X10,htc_e66_dtwl,3805MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
HTC,One X10,htc_e66_uhl,2812MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
HTC,HTC_X515E,rider,,Phone,Qualcomm MSM8660,540x960,240,armeabi-v7a;armeabi,15,2.0
HTC,desire 608t,cp3dtg,779MB,Phone,Qualcomm MSM8225Q,540x960,240,armeabi-v7a;armeabi,16,2.0
HTC,D816t,htc_a5tl,1334-1335MB,Phone,Qualcomm MSM8928,720x1280,320,armeabi-v7a;armeabi,19;21;23,3.0
HTC,Desire 512,htc_a11aul8x26,814MB,Phone,Qualcomm MSM8926,480x854,240,armeabi-v7a;armeabi,19,3.0
HTC,Desire 626G+ dual sim,htc_a32mg_dug,950MB,Phone,Mediatek MT6592,720x1280,320,armeabi-v7a;armeabi,19,2.0
HTC,Desire 526GPLUS,htc_v02_u,962MB,Phone,Mediatek MT6582,540x960,240,armeabi-v7a;armeabi,19,2.0
HTC,One XL,evita,777MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,15;16;17,2.0
HTC,One XL,evitautl,777MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,16,2.0
HTC,Desire X,protou,586MB,Phone,Qualcomm MSM8225,480x800,240,armeabi-v7a;armeabi,15;16,2.0
HTC,Desire 520,htc_a12ul,886MB,Phone,Qualcomm MSM8909,480x854,240,armeabi-v7a;armeabi,22,3.0
HTC,Desire 510,htc_a11ul,865MB,Phone,Qualcomm MSM8916,480x854,240,armeabi-v7a;armeabi,19,3.0
HTC,Desire 510,htc_a11ul8x26,814MB,Phone,Qualcomm MSM8926,480x854,240,armeabi-v7a;armeabi,19,3.0
HTC,Desire 510,htc_a11chl,814MB,Phone,Qualcomm MSM8926,480x854,240,armeabi-v7a;armeabi,19,3.0
HTC,One (E8) dual sim,htc_mecdug,1823MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
HTC,One (E8) dual sim,htc_mecdwg,1823MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
HTC,Desire 616 dual sim,htc_v3_dug,941MB,Phone,Mediatek MT6592,720x1280,320,armeabi-v7a;armeabi,17,2.0
HTC,EVO 3D ISW12HT,shooterk,,Phone,Qualcomm MSM8260,540x960,240,armeabi-v7a;armeabi,10;15,2.0
HTC,One A9s,htc_e36_ml_uhl,1820MB,Phone,Mediatek MT6755,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0
HTC,One A9s,htc_e36_ml_ul,2827MB,Phone,Mediatek MT6755,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0
HTC,One X,endeavoru,971-985MB,Phone,NVidia Tegra 3 AP33,720x1280,320,armeabi-v7a;armeabi,15;16;17,2.0
HTC,One X9,htc_e56ml_tuhl,2776MB,Phone,Mediatek MT6795,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
HTC,ADR6425LVW,vigor,,Phone,Qualcomm APQ8060,720x1280,320,armeabi-v7a;armeabi,10;15,2.0
HTC,Legend,legend,,Phone,Qualcomm MSM7227,480x320,160,armeabi,8,2.0
HTC,HTC 5G HUB,htc_rtx,3397MB,Phone,Qualcomm SM8150,1280x720,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
HTC,HTC 5G Hub,htc_rtxspcs,3395MB,Phone,Qualcomm SM8150,1280x720,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
HTC,One X+,enrc2b,971-985MB,Phone,NVidia Tegra 3 AP37,720x1280,320,armeabi-v7a;armeabi,16;17,2.0
HTC,One V,primou,,Phone,Qualcomm MSM8255,480x800,240,armeabi-v7a;armeabi,15,2.0
HTC,One V,primoc,,Phone,Qualcomm MSM8655,480x800,240,armeabi-v7a;armeabi,15,2.0
HTC,Desire 828 dual sim,htc_a51bml_dtul,1832MB,Phone,Mediatek MT6753T,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22,3.0
HTC,Desire 828 dual sim,htc_a51bml_dwgl,2791MB,Phone,Mediatek MT6753T,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22,3.0
HTC,919d,dlpdwg,1559MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,17;19,2.0;3.0
HTC,EVO Shift 4G,speedy,,Phone,Qualcomm MSM7630,800x480,240,armeabi-v7a;armeabi,8;10,2.0
HTC,Desire 320,htc_v01_u,966MB,Phone,Mediatek MT6582M,480x854,240,armeabi-v7a;armeabi,19,2.0
HTC,Desire 501,htc_csnu,846MB,Phone,ST Ericsson U8520,480x800,240,armeabi-v7a;armeabi,16,2.0
HTC,One (E8),htc_mecwhl,1823MB,Phone,Qualcomm MSM8974AB,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
HTC,One (E8),htc_mecul,1823MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
HTC,One_E8,htc_mecul_emea,1823MB,Phone,Qualcomm MSM8974AB,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
HTC,One (E8),htc_mectl,1823MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
HTC,One M9+ (Prime Camera Edition),htc_hiaur2_ml_tuhl,1662MB,Phone,Mediatek MT6795,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21,3.0
HTC,G2,vision,,Phone,Qualcomm MSM7230,800x480,240,armeabi-v7a;armeabi,8;10,2.0
HTC,Desire 628,htc_v36bml_uhl,1844MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
HTC,Desire 12s,htc_bre2dugl,2831MB,Phone,Qualcomm SDM435,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
HTC,D610t,htc_a3tl,815MB,Phone,Qualcomm MSM8926,480x854,240,armeabi-v7a;armeabi,19,3.0
HTC,Desire 820G PLUS dual sim,htc_a50mgp_dug,952MB,Phone,Mediatek MT6592,720x1280,320,armeabi-v7a;armeabi,19,2.0
HTC,Desire 501 dual sim,csndug,846MB,Phone,ST Ericsson U8520,480x800,240,armeabi-v7a;armeabi,16,2.0
HTC,U12+,htc_imeuhl,5680-5684MB,Phone,Qualcomm SDM845,1440x2880,640,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
HTC,U12+,htc_imedugl,5680-5684MB,Phone,Qualcomm SDM845,1440x2880,640,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
HTC,U12 +,htc_imedtwl,5680-5684MB,Phone,Qualcomm SDM845,1080x2160;1440x2880,480;640,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
HTC,U12+,htc_imeuhljp,5680-5684MB,Phone,Qualcomm SDM845,1440x2880,640,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
HTC,Desire 830 dual sim,htc_a51cml_dtul,2839MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22,3.0
HTC,Amaze_4G,ruby,,Phone,Qualcomm APQ8060,960x540,240,armeabi-v7a;armeabi,10;15,2.0
HTC,5060 dual sim,z4dug,779MB,Phone,Qualcomm MSM8225Q,480x800,240,armeabi-v7a;armeabi,16,2.0
HTC,"	ADR6325",lexikon,,Phone,Qualcomm MSM7630,480x800,240,armeabi-v7a;armeabi,8;10,2.0
HTC,Nexus One,passion,,Phone, ,800x480,240,armeabi-v7a;armeabi,8;10,2.0
HTC,Desire 7088,cp5dtu,801MB,Phone,Spreadtrum SC8825,540x960,240,armeabi-v7a;armeabi,16,2.0
HTC,EVO LTE 4G,jewel,777MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,15;16,2.0
HTC,M9e,htc_himaruhl,1769-1784MB,Phone,Mediatek MT6795,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;23,3.0
HTC,8160,t6uhl,1545MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,18,3.0
HTC,ONE M8s,htc_m8qlul,1840-1842MB,Phone,Qualcomm MSM8939,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;23,3.0
HTC,10 evo,htc_acauhl,2723MB,Phone,Qualcomm MSM8994,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,24,3.2
HTC,Droid Incredible,inc,,Phone,Qualcomm QSD8650,800x480,240,armeabi-v7a;armeabi,8;10,2.0
HTC,Desire P,magniu,,Phone,Qualcomm MSM8225,480x800,240,armeabi-v7a;armeabi,15,2.0
HTC,Desire626,htc_a32ul_emea,1842MB,Phone,Qualcomm MSM8916,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22;23,3.0
HTC,Desire 626,htc_a32ewlpp,1391MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,22,3.0
HTC,Desire 626,htc_a32ul,864MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19,3.0
HTC,Desire 626,htc_a32ewl,1391-1392MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,22;23,3.0
HTC,Desire 626,htc_a32dcgl,864MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19,3.0
HTC,Sensation 4G,pyramid,,Phone,Qualcomm MSM8260,960x540,240,armeabi-v7a;armeabi,10;15,2.0
HTC,myTouch 3G Slide,espresso,,Phone, ,480x320,160,armeabi,8,2.0
HTC,Desire 620,htc_a31ul,865MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19,3.0
HTC,D820ys,htc_a50ml,1681MB,Phone,Mediatek MT6572,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21,3.0
HTC,Explorer A310e,pico,,Phone,Qualcomm MSM7225A,320x480,160,armeabi-v7a;armeabi,10,2.0
HTC,8088,t6tl,1545-1813MB,Phone,Qualcomm APQ8064,1080x1920,400;480,armeabi-v7a;armeabi,18;19;21,3.0
HTC,Butterfly 3,htc_b3tuhl,2743-2747MB,Phone,Qualcomm MSM8994,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;23,3.1
HTC,Desire 516,htc_v2_dtg,465MB,Phone,Mediatek MT6582M,540x960,240,armeabi-v7a;armeabi,17,2.0
HTC,Desire VC,primodd,,Phone,Qualcomm MSM7627A,480x800,240,armeabi-v7a;armeabi,15,2.0
HTC,Nexus 9 LTE,flounder_lte,1835-1836MB,Tablet,NVidia Tegra K1-CA15,1536x2048,320,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24;25,3.1
HTC,One mini 2,htc_memul,815MB,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,19,3.0
HTC,One S,ville,761MB,Phone,Qualcomm MSM8260A,540x960,240,armeabi-v7a;armeabi,15;16,2.0
HTC,One S,villec2,870MB,Phone,Qualcomm MSM8260,540x960,240,armeabi-v7a;armeabi,15;16,2.0
HTC,Desire 12,htc_breeze_dugl,2872MB,Phone,Mediatek MT6739WW,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2
HTC,Desire 12,htc_breeze_ul,1868MB,Phone,Mediatek MT6739WW,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2
HTC,Desire 610,htc_a3qhdul,815MB,Phone,Qualcomm MSM8926,540x960,240,armeabi-v7a;armeabi,19,3.0
HTC,D816v,htc_a5dwgl,1334MB,Phone,Qualcomm MSM8928,720x1280,320,armeabi-v7a;armeabi,19;21;23,3.0
HTC,One mini,m4,774-778MB,Phone,Qualcomm MSM8930,720x1280,320,armeabi-v7a;armeabi,17;18;19,2.0;3.0
HTC,One mini,htc_m4,774-778MB,Phone,Qualcomm MSM8930,720x1280,320,armeabi-v7a;armeabi,17;18;19,2.0;3.0
HTC,HTC6435LVW,dlx,1568-1570MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16;17;19,2.0;3.0
HTC,One VX,totemc2,797MB,Phone,Qualcomm MSM8930,540x960,240,armeabi-v7a;armeabi,16,2.0
HTC,Desire 210 dual sim,htc_v0_dug,470MB,Phone,Mediatek MT6572M,480x800,240,armeabi-v7a;armeabi,17,2.0
HTC,Nexus 9,flounder,1835-1836MB,Tablet,NVidia Tegra K1-CA15,1536x2048,320,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24;25,3.1
HTC,HTCDesire612VZW,htc_a3qhdcl,815MB,Phone,Qualcomm MSM8926,540x960,240,armeabi-v7a;armeabi,19,3.0
HTC, HTC Desire 610,htc_a3ul,828MB,Phone,Qualcomm MSM8926,480x854,240,armeabi-v7a;armeabi,19,3.0
HTC,ADR6330VW,blissc,,Phone,Qualcomm QSD8655,480x800,320,armeabi-v7a;armeabi,10,2.0
HTC,Desire 728 dual sim,htc_a50cml_dtul,2851MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
HTC,M8si,htc_m8qltuhl,1840-1842MB,Phone,Qualcomm MSM8939,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;23,3.0
HTC,Desire EYE,htc_eyetuhl,1823MB,Phone,Qualcomm MSM8974AA,1080x1920,480,armeabi-v7a;armeabi,19;21;22;23,3.0
HTC,Desire EYE,htc_eyeul,1823MB,Phone,Qualcomm MSM8974AA,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
HTC,Desire EYE,htc_eyeul_att,1823MB,Phone,Qualcomm MSM8974AA,1080x1920,480,armeabi-v7a;armeabi,19;21,3.0
HTC,Desire V,primods,,Phone,Qualcomm MSM7227A,480x800,240,armeabi-v7a;armeabi,15,2.0
HTC,D816e,htc_a5dugl,1334-1335MB,Phone,Qualcomm MSM8928,720x1280,320,armeabi-v7a;armeabi,19;21;23,3.0
HTC,M9px,htc_hiaur_ml_tuhl,2641-2715MB,Phone,Mediatek MT6795,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;23,3.0
HTC,Desire 550/ 555,htc_a15ul,1898MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,24,3.0
HTC,Incredible 2,vivow,,Phone,Qualcomm QSD8655,800x480,240,armeabi-v7a;armeabi,8;10,2.0
HTC,PG41200,express,,Tablet,Qualcomm QSD8655,600x1024;600x976,160,armeabi-v7a;armeabi,10;13,2.0
HTC,EVO 3D,shooter,,Phone,Qualcomm MSM8660,960x540,240,armeabi-v7a;armeabi,15,2.0
HTC,One S Special Edition,villeplus,761MB,Phone,Qualcomm MSM8260A,540x960,240,armeabi-v7a;armeabi,16,2.0
HTC,HTC_P515E,expresskt,,Tablet,Qualcomm MSM8255,600x1024;600x976,160,armeabi-v7a;armeabi,10;13,2.0
HTC,M8t,htc_m8tl,1823-1871MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
HTC,Chacha,chacha,,Phone,Qualcomm MSM7227,480x320,160,armeabi,10,2.0
HTC,first,mystul,791MB,Phone,Qualcomm MSM8930,720x1280,320,armeabi-v7a;armeabi,16,2.0
HTC,Desire 630 dual sim,htc_a16dwgl,1841MB,Phone,Qualcomm MSM8928,720x1280,320,armeabi-v7a;armeabi,23,3.0
HTC,One A9,htc_hiaeuhl,1792-2780MB,Phone,Qualcomm MSM8952,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.1;3.2
HTC,One A9,htc_hiaeul,2778-2784MB,Phone,Qualcomm MSM8952,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.1;3.2
HTC,One A9,htc_hiaewhl,2778-2784MB,Phone,Qualcomm MSM8952,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.1;3.2
HTC,One A9,htc_hiaetuhl,1792-2794MB,Phone,Qualcomm MSM8952,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.1;3.2
HTC,710C,htc_a5chl,1335MB,Phone,Qualcomm MSM8928,720x1280,320,armeabi-v7a;armeabi,19;21,3.0
HTC,Desire 816,htc_a5ul,1334-1335MB,Phone,Qualcomm MSM8928,720x1280,320,armeabi-v7a;armeabi,19;21;23,3.0
HTC,One (M8),htc_m8,1823-1827MB,Phone,Qualcomm MSM8974AB,1080x1920,480,armeabi-v7a;armeabi,19;21;22;23,3.0
HTC,One (M8),htc_m8whl,1823-1827MB,Phone,Qualcomm MSM8974AB,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
HTC,One (M8),htc_m8dwg,1823-1871MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
HTC,One (M8),htc_m8dug,1823MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
HTC,One (M8),htc_m8wl,1823MB,Phone,Qualcomm MSM8974AB,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
HTC,M9ew,htc_hima_ace_ml_dtul,2641MB,Phone,Mediatek MT6795,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21,3.0
HTC,809d,t6dwg,1545-1813MB,Phone,Qualcomm APQ8064,1080x1920,400;480,armeabi-v7a;armeabi,18;19;21,3.0
HTC,Desire 728G dual sim,htc_a50cmg_dwg,1284MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
HTC,One SC,cp2dcg,,Phone,ST Ericsson U8500,480x800,240,armeabi-v7a;armeabi,15,2.0
HTC,Desire 816 dual sim,htc_a5dwg,1334MB,Phone,Qualcomm MSM8628,720x1280,320,armeabi-v7a;armeabi,19;21;23,3.0
HTC,Desire 816 dual sim,htc_a5dug,1334MB,Phone,Qualcomm MSM8228,720x1280,320,armeabi-v7a;armeabi,19;21;23,3.0
HTC,HTV31,htc_b3uhl,2743-2747MB,Phone,Qualcomm MSM8994,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;23,3.1
HTC,8060,t6dug,1545-1813MB,Phone,Qualcomm APQ8064,1080x1920,400;480,armeabi-v7a;armeabi,18;19;21,3.0
HTC,Desire C,golfu,,Phone,Qualcomm MSM7225A-1,320x480,160,armeabi-v7a;armeabi,15,2.0
HTC,Desire C,golfc,,Phone,Qualcomm MSM8655,320x480,160,armeabi-v7a;armeabi,15,2.0
HTC,U12 Life,htc_imldugl,3749MB,Phone,Qualcomm SDM636,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
HTC,Desire 830,htc_a51cml_tuhl,2839MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22,3.0
HTC,Desire 326G dual sim,htc_v01a_dug,958MB,Phone,Spreadtrum SC7731G,480x854,240,armeabi-v7a;armeabi,19,2.0
HTC,D820u,htc_a51dtul,1840-1858MB,Phone,Qualcomm MSM8939,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,19;21;23,3.0
HTC,Butterfly,dlxub1,1568-1570MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16;17;18;19,2.0;3.0
HTC,Butterfly,dlxu,1569-1570MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16;17;18,2.0;3.0
HTC,One E9s dual sim,htc_a50aml,1681MB,Phone,Mediatek MT6752,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21,3.0
HTC,U11,htc_ocnuhl,3721-3726MB,Phone,Qualcomm MSM8998,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,25;26;28,3.2
HTC,U11,htc_ocnuhljapan,3721-3726MB,Phone,Qualcomm MSM8998,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,25;26;28,3.2
HTC,U11,htc_ocndugl,3722-5718MB,Phone,Qualcomm MSM8998,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,25;26;28,3.2
HTC,U11,htc_ocnwhl,3721-3726MB,Phone,Qualcomm MSM8998,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,25;26;28,3.2
HTC,U11,htc_ocndtwl,5718-5724MB,Phone,Qualcomm MSM8998,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,25;26;28,3.2
HTC,U Play,htc_alpine_uhl,2794MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
HTC,U Play,htc_alpine_dugl,3804MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
HTC,One SV BLK,k2plccl,797-799MB,Phone,Qualcomm MSM8930,480x800,240,armeabi-v7a;armeabi,16;17,2.0
HTC,One M9,htc_himaul,2727-2767MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
HTC,One M9,htc_himaulatt,2727-2767MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
HTC,One M9,htc_himauhl,2727-2767MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
HTC,One M9,htc_himawl,2727-2767MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
HTC,One M9,htc_himawhl,2727-2767MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
HTC,Desire 826,htc_a52tuhl,1840-1846MB,Phone,Qualcomm MSM8939,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;23,3.0
HTC,Desire 10 pro,htc_a56dj_pro_uhl,2812MB,Phone,Mediatek MT6577,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
HTC,Desire 10 pro,htc_a56dj_pro_dtwl,3806MB,Phone,Mediatek MT6577,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
HTC,Desire 10 pro,htc_a56dj_pro_dugl,3822MB,Phone,Mediatek MT6577,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
HTC,J Butterfly,dlxj,1570MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16,2.0
HTC,Aria,liberty,,Phone, ,480x320,160,armeabi,8,2.0
HTC,Thunderbolt,mecha,,Phone,Qualcomm QSD8655,800x480,240,armeabi-v7a;armeabi,8;10;15,2.0
HTC,Desire 820s,htc_a50ml_dtul,1916MB,Phone,Mediatek MT6572,720x1280,320,armeabi-v7a;armeabi,19,3.0
HTC,Desire 816G dual sim,htc_a5mgp_dug,952MB,Phone,Mediatek MT6592,720x1280,320,armeabi-v7a;armeabi,19,2.0
HTC,Desire 816G dual sim,htc_a5mg_dug,954MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,19,2.0
HTC,Desire 728,htc_a50cml_tuhl,1844MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
HTC,Flyer,flyer,,Tablet,Qualcomm MSM8255,600x1024;600x976,160,armeabi-v7a;armeabi,10;13,2.0
HTC,Desire 650,htc_a17uhl,1841MB,Phone,Qualcomm MSM8928,720x1280,320,armeabi-v7a;armeabi,23,3.0
HTC,9088,dlpdtu,1559MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,17;19,2.0;3.0
HTC,Desire 500,z4u,779MB,Phone,Qualcomm MSM8225Q,480x800,240,armeabi-v7a;armeabi,16,2.0
HTC,One max,t6whl,1545MB,Phone,Qualcomm APQ8064,1080x1920,400;480,armeabi-v7a;armeabi,18;19,3.0
HTC,One max,t6ul,1545-1813MB,Phone,Qualcomm APQ8064,1080x1920,400;480,armeabi-v7a;armeabi,18;19;21,3.0
HTC,Desire 526G+ dual sim,htc_v02_dug,962MB,Phone,Mediatek MT6592,540x960,240,armeabi-v7a;armeabi,19,2.0
HTC,Wildfire E1 ,Wildfire-E1,2883MB,Phone,Mediatek MT6573,720x1560,320,armeabi-v7a;armeabi,28,3.2
HTC,Butterfly S,dlxpul,1566-1819MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,17;18;19;21,2.0;3.0
HTC,HTC U19e,htc_tetdugl,5707MB,Phone,Qualcomm SDM710,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
HTC,619d,zarawl,795MB,Phone,Qualcomm MSM8930,540x960,240,armeabi-v7a;armeabi,17,2.0
HTC,Desire HD,ace,,Phone,Qualcomm MSM8255,800x480,240,armeabi-v7a;armeabi,8;10,2.0
HTC, HTC Desire 628 dual sim,htc_v36bml_dugl,2851MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
HTC,Desire 310,htc_v1_u,973MB,Phone,Mediatek MT6582M,480x854,240,armeabi-v7a;armeabi,17,2.0
HTC,Desire 310,htc_v1_dug,973MB,Phone,Mediatek MT6582M,480x854,240,armeabi-v7a;armeabi,17,2.0
HTC,myTouch 4G Slide,doubleshot,,Phone,Qualcomm MSM8260,800x480,240,armeabi-v7a;armeabi,10,2.0
HTC,Evo 4G,supersonic,,Phone,Qualcomm QSD8650,800x480,240,armeabi-v7a;armeabi,8;10,2.0
HTC,D820f,htc_a51tuhl,1840-1873MB,Phone,Qualcomm MSM8939,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,19;21;23,3.0
HTC,J Z321e,valentewxc9,783MB,Phone,Qualcomm MSM8660A,540x960,240,armeabi-v7a;armeabi,16,2.0
HTC,Desire L by HTC,cp2u,873MB,Phone,ST Ericsson U8500,480x800,240,armeabi-v7a;armeabi,16,2.0
HTC,desire 400 dual sim,cp2dug,874MB,Phone,ST Ericsson U8500,480x800,240,armeabi-v7a;armeabi,16,2.0
HTC,Desire 820q dual sim,htc_a50dtul,864MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19,3.0
HTC,Desire 826 dual sim,htc_a52dtul,1840-1846MB,Phone,Qualcomm MSM8939,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;23,3.0
HTC,Desire 826 dual sim,htc_a52dwgl,1840-1846MB,Phone,Qualcomm MSM8939,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;23,3.0
HTC,ONE SV,k2ul,797-799MB,Phone,Qualcomm MSM8930,480x800,240,armeabi-v7a;armeabi,16;17,2.0
HTC,ONE SV,k2u,797-799MB,Phone,Qualcomm MSM8230,480x800,240,armeabi-v7a;armeabi,16;17,2.0
HTC,One SV,k2cl,797-799MB,Phone,Qualcomm MSM8930,480x800,240,armeabi-v7a;armeabi,16;17,2.0
HTC,Desire815G,htc_a5mgp_u,952MB,Phone,Mediatek MT6592,720x1280,320,armeabi-v7a;armeabi,19,2.0
HTC,Wildfire E1 Plus,Wildfire_E1_Plus,2847MB,Phone,Mediatek MT6763,720x1560,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
